9.090000000000000857e-03,1.458057139057525410e-09
9.350000000000000672e-03,1.124031785424926814e-07
9.609999999999998752e-03,6.839476294249663060e-06
9.770000000000000906e-03,7.682556453835743778e-05
9.960000000000000103e-03,1.226935442418906159e-03
1.020000000000000073e-02,3.501724429763408697e-02
1.038000000000000034e-02,3.902994507096063659e-01
1.055999999999999994e-02,4.004604736339715920e+00
1.077000000000000006e-02,5.485517895878469830e+01
1.104000000000000120e-02,1.369691054847751502e+03
1.140000000000000041e-02,7.871936960222605558e+04
1.178000000000000054e-02,4.322281167993774638e+06
1.213000000000000016e-02,1.382928021483236551e+08
1.247999999999999977e-02,3.637164057830721378e+09
1.270999999999999908e-02,2.824452112643457413e+10
1.284000000000000072e-02,8.706484396919653320e+10
1.305000000000000084e-02,5.115134074028613281e+11
1.324000000000000003e-02,2.417799432916275879e+12
1.339000000000000086e-02,7.985876088705112305e+12
1.366000000000000027e-02,6.417415182373311719e+13
1.398000000000000111e-02,6.828097336398062500e+14
1.433000000000000072e-02,8.025847803753156000e+15
1.471999999999999871e-02,1.087543986396634240e+17
1.510000000000000057e-02,1.209384258349621248e+18
1.551999999999999907e-02,1.508611009735619174e+19
1.588000000000000175e-02,1.178630563957134459e+20
1.619999999999999912e-02,6.781080023327932416e+20
1.660000000000000017e-02,5.489533013379254321e+21
1.703000000000000000e-02,4.653249600670991909e+22
1.734000000000000125e-02,2.032558719193728669e+23
1.768000000000000127e-02,9.641882349030498013e+23
1.801999999999999783e-02,4.309744095201542491e+24
1.816999999999999865e-02,8.194253030037584280e+24
1.860999999999999807e-02,5.079208582874388956e+25
1.909999999999999892e-02,3.504272761192691935e+26
1.939000000000000098e-02,1.049048269698028971e+27
1.984000000000000000e-02,5.392460728319297631e+27
2.018000000000000002e-02,1.768719079082530332e+28
2.050000000000000086e-02,5.215931947854198779e+28
2.104999999999999927e-02,3.095557488327442300e+29
2.162000000000000033e-02,1.778844210014933423e+30
2.197999999999999954e-02,5.118683792033627785e+30
2.230000000000000038e-02,1.272159352290683318e+31
2.268000000000000224e-02,3.625264666095676812e+31
2.299999999999999961e-02,2.393580713140234423e+23
2.340000000000000066e-02,5.371011673922969178e+23
2.400000000000000050e-02,1.191924957779758269e+24
2.464999999999999830e-02,2.755176978958126556e+24
2.524000000000000202e-02,5.720343646087539572e+24
2.568000000000000144e-02,9.077773893366678127e+24
2.599999999999999881e-02,1.484358790767079651e+25
2.639999999999999986e-02,2.308467639801923843e+25
2.684999999999999887e-02,3.791530729659185405e+25
2.734999999999999931e-02,6.369224201166030947e+25
2.784999999999999976e-02,1.044936602738866857e+26
2.840000000000000163e-02,1.931241607884430945e+26
2.900000000000000147e-02,3.325955363128166600e+26
2.960000000000000131e-02,5.655011845919070983e+26
3.009999999999999828e-02,8.544761063138768785e+26
3.080000000000000099e-02,1.549901157288391260e+27
3.180000000000000188e-02,3.673857637612927323e+27
3.280000000000000276e-02,7.527922984867031954e+27
