9.090000000000000857e-03,3.177980999999999891e-45
9.350000000000000672e-03,2.449940000000000052e-43
9.609999999999998752e-03,1.490732000000000034e-41
9.770000000000000906e-03,1.674491000000000016e-40
9.960000000000000103e-03,2.674228999999999937e-39
1.020000000000000073e-02,7.632360000000000335e-38
1.038000000000000034e-02,8.506963999999999435e-37
1.055999999999999994e-02,8.728437000000000336e-36
1.077000000000000006e-02,1.195623000000000075e-34
1.104000000000000120e-02,2.985378000000000142e-33
1.140000000000000041e-02,1.715768000000000001e-31
1.178000000000000054e-02,9.420841999999999651e-30
1.213000000000000016e-02,3.014228999999999926e-28
1.247999999999999977e-02,7.927566000000000270e-27
1.270999999999999908e-02,6.156176000000000366e-26
1.284000000000000072e-02,1.897665999999999998e-25
1.305000000000000084e-02,1.114894999999999998e-24
1.324000000000000003e-02,5.269836000000000239e-24
1.339000000000000086e-02,1.740601999999999908e-23
1.366000000000000027e-02,1.398739999999999922e-22
1.398000000000000111e-02,1.488253000000000073e-21
1.433000000000000072e-02,1.749312999999999894e-20
1.471999999999999871e-02,2.370411000000000136e-19
1.510000000000000057e-02,2.635973000000000156e-18
1.551999999999999907e-02,3.288167999999999712e-17
1.588000000000000175e-02,2.568942999999999844e-16
1.619999999999999912e-02,1.478004000000000025e-15
1.660000000000000017e-02,1.196497999999999982e-14
1.703000000000000000e-02,1.014223000000000009e-13
1.734000000000000125e-02,4.430164000000000064e-13
1.768000000000000127e-02,2.101545000000000008e-12
1.801999999999999783e-02,9.393518999999999972e-12
1.816999999999999865e-02,1.786019999999999937e-11
1.860999999999999807e-02,1.107064999999999940e-10
1.909999999999999892e-02,7.637914999999999675e-10
1.939000000000000098e-02,2.286506000000000169e-09
1.984000000000000000e-02,1.175340999999999943e-08
2.018000000000000002e-02,3.855099999999999891e-08
2.050000000000000086e-02,1.136863999999999982e-07
2.104999999999999927e-02,6.747074999999999687e-07
2.162000000000000033e-02,3.877169000000000114e-06
