9.090000000000000857e-03,2.566940230715112095e+29
9.350000000000000672e-03,3.116572249621034200e+29
9.609999999999998752e-03,3.735855071728152798e+29
9.770000000000000906e-03,4.152144751297058864e+29
9.960000000000000103e-03,4.681568382328796174e+29
1.020000000000000073e-02,5.404763306764044820e+29
1.038000000000000034e-02,5.986806990811140154e+29
1.055999999999999994e-02,6.602424044139234295e+29
1.077000000000000006e-02,7.362347243948919542e+29
1.104000000000000120e-02,8.403612215550076369e+29
1.140000000000000041e-02,9.899366713765004607e+29
1.178000000000000054e-02,1.160229337878222292e+30
1.213000000000000016e-02,1.327310987139074572e+30
1.247999999999999977e-02,1.503095606970833851e+30
1.270999999999999908e-02,1.622794203763464592e+30
1.284000000000000072e-02,1.691761862717657220e+30
1.305000000000000084e-02,1.804979562161731904e+30
1.324000000000000003e-02,1.909146497632790507e+30
1.339000000000000086e-02,1.992409936985339575e+30
1.366000000000000027e-02,2.144230670183985020e+30
1.398000000000000111e-02,2.326741449309371648e+30
1.433000000000000072e-02,2.528521442519278705e+30
1.471999999999999871e-02,2.754626635081379845e+30
1.510000000000000057e-02,2.974796488572744658e+30
1.551999999999999907e-02,3.216356772873566034e+30
1.588000000000000175e-02,3.420694668710611117e+30
1.619999999999999912e-02,3.599404485887251780e+30
1.660000000000000017e-02,3.817958003340606687e+30
1.703000000000000000e-02,4.045786011516870833e+30
1.734000000000000125e-02,4.204825820698751233e+30
1.768000000000000127e-02,4.373739516869303829e+30
1.801999999999999783e-02,4.536472612024047117e+30
1.816999999999999865e-02,4.606208359606219279e+30
1.860999999999999807e-02,4.803176433093790341e+30
1.909999999999999892e-02,5.008698764665573476e+30
1.939000000000000098e-02,5.123248057011428876e+30
1.984000000000000000e-02,5.290346814788448161e+30
2.018000000000000002e-02,5.407920605656945521e+30
2.050000000000000086e-02,5.511726228408923313e+30
2.104999999999999927e-02,5.674655533119723861e+30
2.162000000000000033e-02,5.823084473077985956e+30
2.197999999999999954e-02,5.906321591636430229e+30
2.230000000000000038e-02,5.973626254963061122e+30
2.268000000000000224e-02,6.045565770851684992e+30
2.299999999999999961e-02,6.100091688640209900e+30
2.340000000000000066e-02,6.162981636955549637e+30
2.400000000000000050e-02,6.238835772767466505e+30
2.464999999999999830e-02,6.303269076737159804e+30
2.524000000000000202e-02,6.375993430850013839e+30
2.568000000000000144e-02,6.445469559690328534e+30
2.599999999999999881e-02,6.434601464524320034e+30
2.639999999999999986e-02,6.629264075728213510e+30
2.684999999999999887e-02,6.665531737205808019e+30
2.734999999999999931e-02,6.690973177508014693e+30
2.784999999999999976e-02,6.553120411181141353e+30
2.840000000000000163e-02,6.684885895671305102e+30
2.900000000000000147e-02,6.700565910559652694e+30
2.960000000000000131e-02,6.581197520093068775e+30
3.009999999999999828e-02,6.453085840384608328e+30
3.080000000000000099e-02,6.381128378500004976e+30
3.180000000000000188e-02,6.226005582040880905e+30
